text,sentiment
lockwood forget tales cannot divert,negative
could told heathcliffs history need hear half dozen words,neutral
thus interrupting housekeeper rose pro ceeded lay aside sewing felt incapable moving hearth far nodding,negative
dean cried sit still another halfhour,negative
interested every character mentioned less,positive
clock stroke eleven sir,neutral
matter im accustomed go bed long hours,neutral
person done onehalf days work ten oclock runs chance leaving half undone,positive
dean resume chair tomorrow intend lengthening night till afternoon,neutral
well must allow leap three years space mrs,positive
earnshaw ill allow nothing sort,negative
perceive people regions acquire people towns value spider dungeon spider cottage various occupants yet deepened wuthering heights attraction entirely owing situation look eron,positive
sure thought great deal generality servants think,positive
compelled cultivate reflective faculties want occasions frittering life away silly trifles,positive
certainly esteem steady reasonable kind body said exactly living among hills seeing one set faces one series actions years end years end undergone sharp discipline taught wisdom read would fancy mr,positive
could open book library looked got something also unless range greek latin french know one anoth er much expect poor mans daughter,negative
however follow story true gossips fashion better go instead leaping three years content pass next summer summer nearly twentythree years ago,positive
wuthering heights chapter viii morning fine june day first bonny little nursling last ancient earnshaw stock born,positive
busy hay faraway field girl usually brought breakfasts came running hour soon across meadow lane call ing ran,neutral
guess yet looks bravely replied girl talks thought living see grow man,positive
dame archer brought cherub master house face began light old croaker steps forward says earnshaw blessing wife spared leave son,positive
came felt convinced shouldnt keep long must tell winter probably finish,positive
besides known better choose rush lass,positive
got wuthering heights stood front door passed asked baby,neutral
nearly ready run nell,positive
replied putting cheerful smile,positive
tell ill come shell promise talk,negative
left would hold tongue must tell mr,neutral
kenneth says must quiet,neutral
earnshaw seemed flighty spirits replied merrily hardly spoke word ellen gone twice crying,positive
well say wuthering heights promise wont speak bind laugh,positive
fever gone pulse slow mine cheek cool,positive
told wife story seemed lieve one night leaning shoulder act saying thought able get tomorrow fit coughing took slight one raised arms put two hands neck face changed dead,negative
heart leave charge besides know fostersister excused behaviour readily stranger would,positive
masters bad ways bad companions formed pretty example catherine heathcliff,negative
curate dropped call ing nobody decent came near us last unless edgar lintons visits miss cathy might exception,negative
wondrous con stancy old attachments even heathcliff kept hold affections unalterably young linton superiority found difficult make equally deep im pression,positive
